Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,clean_tweet
21,3,0,3,0,1,""" cancel that bitch like Nino """,  cancel bitch like nino
22,3,0,3,0,1,""" cant you see these hoes wont change """,  not hoe will not change
23,3,0,3,0,1,""" fuck no that bitch dont even suck dick "" &#128514;&#128514;&#128514; the Kermit videos bout to fuck IG up",  fuck bitch not suck dick   128514128514128514 kermit video bout fuck ig
24,3,0,3,0,1,""" got ya bitch tip toeing on my hardwood floors "" &#128514; http://t.co/cOU2WQ5L4q",  get ya bitch tip toe hardwood floor   128514
25,3,0,2,1,1,""" her pussy lips like Heaven doors "" &#128524;",  pussy lip like heaven door   128524
26,3,0,3,0,1,""" hoe what its hitting for """,  hoe hit
27,3,0,3,0,1,""" i met that pussy on Ocean Dr . i gave that pussy a pill "" &#128524;",  meet pussy ocean dr   give pussy pill   128524
28,3,0,3,0,1,""" i need a trippy bitch who fuck on Hennessy """,  need trippy bitch fuck hennessy
29,3,0,3,0,1,""" i spend my money how i want bitch its my business """,  spend money want bitch business
30,3,0,3,0,1,""" i txt my old bitch my new bitch pussy wetter """,  txt old bitch new bitch pussy wetter
31,3,0,3,0,1,""" i'd say im back to the old me but my old bitches would get excited "" &#128524;",  d m old old bitch excite   128524
32,3,0,3,0,1,""" if you aint bout that Murder Game pussy nigga shut up """,  be not bout murder game pussy nigga shut
33,3,0,3,0,1,""" if you're toes ain't done you pussy stinks """,  toe be not pussy stink
34,3,0,3,0,1,""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """,  m bitter bitch wrap   angry bird s app
35,3,0,3,0,1,""" is that ya bitch """,  ya bitch
36,3,0,3,0,1,""" it aint nothing to cut a bitch off """,  be not cut bitch
37,3,0,3,0,1,""" jus meet son now he ya mane ass bitches "" #Shots",  jus meet son ya mane ass bitch   shot
38,3,0,2,1,1,""" lames crying over hoes thats tears of a clown """,  lame cry hoe s tear clown
39,3,0,3,0,1,""" like Snoop said in 94 we dont love these hoes """,  like snoop say 94 not love hoe
40,3,0,1,2,2,""" momma said no pussy cats inside my doghouse """,  momma say pussy cat inside doghouse
41,3,0,3,0,1,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC",  hate hoe favorite   2mw sevenone  
42,3,0,3,0,1,""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U",  nice girl bad naughty bad yello hoe real nice body south chick like em real thick
43,3,0,3,0,1,""" pimps up pimps up hoes down "" Future voice",  pimp pimp hoe   future voice
44,3,0,3,0,1,""" post a picture of that pussy get 200 likes """,  post picture pussy 200 like
45,3,0,3,0,1,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b",  pussy powerful drug   128517 happyhumpday
46,3,0,3,0,1,""" quick piece of pussy call it a drive by """,  quick piece pussy drive
47,3,0,3,0,1,""" running round here like some brand new pussy thats bout to get fucked """,  run round like brand new pussy s bout fuck
48,3,0,3,0,1,""" these bitches even worst they'll send them guys for you """,  bitch bad ll send guy
49,3,1,2,0,1,""" these hoes like niggas that spend money not talk bout it """,  hoe like niggas spend money talk bout
50,3,1,2,0,1,""" we dont trust these niggas all these bitches """,  not trust niggas bitch
51,3,0,3,0,1,""" yall niggas b cuffing hoes cause yall aint never have bitches """,  you niggas b cuff hoe cause you be not bitch
52,3,0,3,0,1,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;",  dodge bullet   128517 8220 da bitch cut pregnant bind thank god 1285918221
53,3,0,3,0,1,""" young Pill Chamberlain these bitches love my music """,  young pill chamberlain bitch love music
54,3,0,2,1,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but.........""",128514128514128514128514128514128514128514128514128514128514128514 teanna trump probably clean twitter hoe
55,3,0,3,0,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight""",128514128514128514128514128514128514128514128514128514128514 gay niggas not wait act like bitch tonight
56,3,0,3,0,1,"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it""",128514128514128514 m steal cat n replace pitbull 128514128514128514128514 rt    bitch
57,3,0,3,0,1,"""&amp; he's gone always be a hoe""",amp s go hoe
58,3,0,3,0,1,"""...Son of a bitch took my Tic Tacs.""

I like this movie.","son bitch take tic tac 

 like movie"
59,3,0,3,0,1,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",wanna money fuck model bitch   russell simmon
60,3,0,2,1,1,"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",  probably wouldn8217 t mind school didn8217 t deal bitch ass teacher retweet
61,3,0,3,0,1,"""@A7XDemery: I'm a fucking fag they said""",  m fucking fag say
62,3,0,3,0,1,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",  female think date pussy cute   stuff pussy
63,3,0,0,3,2,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",  simplyaddictedtoguy   woof woof hot scally lad
64,3,0,3,0,1,"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",  ya ask bitch bitch   kanye voice yes
65,3,0,3,0,1,"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!",  u go bring ur bitch game know ya gf friend   128553128553128553128553 swear
66,3,0,1,2,2,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles",   woof woof hot sol
67,3,0,1,2,2,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",  lemmie eat oreo amp dish oreo lol
68,3,0,3,0,1,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",    bitch fuck u   maybe ll well
69,3,1,2,0,1,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",  fuck red malone man bitch ass niggah use complete sentence
70,3,0,0,3,2,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",  eggplant emoji doey look like scream lmao
71,3,0,3,0,1,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",  hennessey venom gt 128584   s sexy bitch
72,3,0,3,0,1,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",  seh pussy wetter shower curtainahmesehwetnessltlmao
73,3,0,3,0,1,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",  eaglesnation eagle need pic post bitch say racist shit
74,3,1,2,0,1,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn","  yo fuck skateboard you wood push faggot man ball life 
"
75,3,0,1,2,2,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!","  baby monkey bathtime 
 soooo adorable"
76,3,0,3,0,1,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",  128514128514128514128514 be not shit   damn skippy lol
77,3,1,2,0,1,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",  u kill ant sidewalk think damn nigga way pussyno bs b gt30chance
78,3,0,3,0,1,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol",    0 ring 0 mvps 0 bitch lol
79,3,1,2,0,1,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",  ppl talk bad ghettohood   kid grow nigga funnnnnnn
80,9,0,7,2,1,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",  fact tattoostattoo   s pussy tattoo nipple
81,3,0,3,0,1,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",  128175128175128175 rt   bitch want act like niggas bad 128553128553128553 shit be not cuteeeee niggas act like bitch
82,3,0,3,0,1,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",  worship bitch   woof woof
83,3,1,2,0,1,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",  wow rt   m lose buttcheek piercing   yeah s hoe
84,3,0,3,0,1,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",  ok sis shed broke bitch shrug shell tell work
85,3,2,1,0,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",    queer gaywad
87,3,0,3,0,1,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",   faggot read tweet dat k not funny lol
88,3,0,3,0,1,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",  bitch ungrateful   fr   lulwhore
89,3,0,3,0,1,"""@CASHandBOOBIES: I been kidnapped yo bitch""",  kidnap yo bitch
90,3,3,0,0,0,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",   alsarabsss s beaner smh tell s mexican
91,3,1,2,0,1,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",   happy birthday nigs thank yo
92,6,1,5,0,1,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",  ur teacher tell u u homework   bitch need
93,3,1,2,0,1,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",    nigga eat hoe lol hell yea lol john paul nigga say john paul
94,3,0,3,0,1,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",  you lil ugly bald headed bitch stop make makeup amp weave
95,3,1,2,0,1,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",  leafs well win damn game riot shit earlychristma well start loot nig
96,3,0,3,0,1,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",  go school suck dick hoe attend
97,3,0,3,0,1,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",  way fuck yo bitch   9 year old
98,3,0,3,0,1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",   come bring food not car retard
99,3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",  richnow not hella tinder hoe m friend anymore chill bring like like 8 prople
100,3,1,2,0,1,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",  bout cowboy shutup pussy
101,3,0,3,0,1,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",  lmaooooooooooo nigga    ltbitch want like depressing shitfoh
102,3,0,3,0,1,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",   girl know spit g shit amp go lbvsbitch plz
103,3,0,3,0,1,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",  let couple tweet cuzzo page twitter jaillmao bitch not trick
104,3,0,2,1,1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",  harlem shake excuse retard 30 second
105,3,0,3,0,1,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",  amen miley 128591   not need act like hoe bc s emotionally damage foh
106,3,0,3,0,1,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",  have loyal female wayyyyy well have hoe   idc 128175
107,3,0,3,0,1,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;","  pussy lick pussy meow meow stopwhitepeople2014 128049 

 128533"
108,3,0,3,0,1,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",  check 12th man cowboysnation faggot ny fan stand
109,3,0,3,0,1,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",  happen vixen ent bitch get run throw like foothill bitch
110,3,0,3,0,1,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",   m bitch okay nude pat 128554128527128056 wow
111,3,3,0,0,0,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",   fuck gay blacklist hoe hold tehgodclan
112,3,0,3,0,1,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",  fuck wrong bitch know
113,3,0,3,0,1,"""@Dietrich1892: Yall shut up:p"" make me bitch",  you shut upp bitch
114,3,1,2,0,1,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",  hate m pregnant type bitch
115,3,0,3,0,1,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",  get bitch dm not readem y 3
116,3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",  baseball season win yankee love start
117,3,0,3,0,1,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",  little stupid bitch not fuck yoooooouuuu
118,3,0,3,0,1,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",  ask dead ass tho bitch wheet lol
119,3,0,0,3,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",  m early bird m night owl m wise worm
120,3,0,1,2,2,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",  overdose heavy drug not sound bad tonight pussy shit day
121,3,0,0,3,2,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.","  pit bull photograph lovely fairy tale creature 

 fairy tale creature"
122,3,0,3,0,1,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",   aw fag not tweet aw lol
123,3,0,0,3,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",  long laker trash careless s real cc   hahaha
124,3,0,3,0,1,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",   not tho kiss faggot
125,3,0,0,3,2,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",  play soccer cheat girl wear khaki colour cargo haircut   128514 yup
126,3,0,3,0,1,"""@G27Status: I could go for a fat ass bitch on my lap"" same",  fat ass bitch lap
127,3,0,3,0,1,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",  17 miss call 128544128545das yo po bitch twitter finna screamn freemoneymelle
128,6,0,6,0,1,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",  ya bitch get to know rule shitanybody ask cousin jersey thinkin bout move lmmfao 128514128514128514128514
129,3,0,3,0,1,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",  8220 3   amo los pie   fuck yeah
130,3,0,3,0,1,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",  hoe think meat slap ass 128564128075 ainna bruh
131,3,0,3,0,1,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",  you bitch wit edge talk 1285531285649995128514128514128514
132,3,0,3,0,1,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",  you go trick treat year nahhell yeah m da sweet tooth bandit steal bitch bag n shit
133,3,0,3,0,1,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",  wanna sex mom fuck right pussy come damn get hack like fuck
134,6,0,6,0,1,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",  kiss u eye open watch bitchlmfao
135,3,0,3,0,1,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",  woulda coulda shoulda ass hoe 128563128586
136,3,0,3,0,1,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",  happy bday bitch ass nigga   bitch roll
137,3,0,3,0,1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",    send bitch
138,6,0,6,0,1,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",  ugly bitch like m wcw duh bitch be not elses128514128514
139,3,1,2,0,1,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",   nigga know hacky sack hoe nah throw look pass lmao
141,3,1,2,0,1,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",  glad m get outta atlanta bunch niggas amp outta jail amp dumb bitch mad kid fuckin em
142,3,0,1,2,2,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",  not ghettoit smart   m idc
143,3,0,2,1,1,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",  wife hoe cuz not care cheat force relationship place
144,3,0,3,0,1,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",  single not excuse hoe
145,3,1,2,0,1,"""@HoskinsTy96: White boy power bitch"" black power bitch",  white boy power bitch black power bitch
146,3,0,3,0,1,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",  let drunk blow spit shit spark blunt amp fuck hoe bro white dude chill
147,3,0,3,0,1,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",   bitch u world
148,3,0,3,0,1,"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",   not dick suck yo party bad bitch m fr go set 128514128514128514128514  
149,3,0,2,1,1,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",  oomf soooo cute probably hoe lot
150,3,0,3,0,1,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",  cartoon theirs alway   save hoe lmao   lmao damn captain saveahoe
151,3,0,1,2,2,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",  want nose bad bois scally chav sockfetish stink   hot sox leg
152,3,0,3,0,1,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",  wish bitch like brother keezy 128530 ooooow bet
153,6,0,6,0,1,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",  dress cat halloween basic pussy
154,4,0,4,0,1,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",  pornhub gaming stream feature dumb bitch gtfo   katielt3
155,3,0,3,0,1,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",  stop scared choke sex u bitch ass niggas she8217ll like say guy hit woman bed foh
156,3,0,3,0,1,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",   ha iguess hoe loyal bro ll loyal y hoe nig
157,6,0,6,0,1,"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",   oh man 5 molly ho fuck ya seed fix
158,3,0,3,0,1,"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",  man refer girl bitch
159,3,0,3,0,1,"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",  lmfao cat start beat shit nigga finally get pussy nigga
160,3,0,1,2,2,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",  peel peel bring rewind m shaq line ooooow tf say trash
161,3,0,2,1,1,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",   io io alu record ho vine sai pe hahahaha lol anywaaaaaay haha
162,3,0,3,0,1,"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",   naw old tape new cover   upcoming mixtape kingofthehill yeah m wait hoe mayne
163,3,0,3,0,1,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",  ol dirty foot ass bitch funny
164,3,0,3,0,1,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",   s yellow flag amazing 128079128524 hell yeah niggy
165,3,0,3,0,1,"""@KissMySmilee: Don't got time for bitches to be actin iffy.""",  not get time bitch actin iffy
166,3,0,0,3,2,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",  ucfpinkparty come stay alive knight nation early bird special comeatmeut
167,3,0,2,1,1,"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them","  hoe be not loyal   be not 

 smfh amp wonder decent want"
168,3,0,3,0,1,"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",  bruh stud think m soft hell ask ya girl time scream bitch oh okay stfu bye hoe
169,3,0,3,0,1,"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",  dry pussy bitch blame condom128514128079128514128079128514
170,3,0,3,0,1,"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;",  shut yo bitch ass   128557128514
171,3,0,3,0,1,"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""",  gucci mane jail drop mixtape month hoe text
172,3,0,3,0,1,"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",  love hoe money wat wrong niggas
173,6,0,6,0,1,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",  loyal bitch burb daddy issue like find holographic mewtwo sound like lol
174,3,0,3,0,1,"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",  easy cum easy hoe s fact
175,3,0,3,0,1,"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.",  charlie sheen real   major fucking respect charlie sheen
176,3,0,3,0,1,"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho","  wish bae 128533 

 get hoe tho"
177,3,0,3,0,1,"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""",  fuck twerking bitch cook
178,3,0,3,0,1,"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB",   bitch wtf
179,3,1,2,0,1,"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now",  8220   shut zoe fight pussy8221 zoe m good man good maam
180,3,0,3,0,1,"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",  lmao fucking snake bitch   em
181,3,0,3,0,1,"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;",  big booty hoe sheesh 128525 damn 127807128064127807
